Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
83,4,0.94,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13 earlier greenpeace burning house fire incidents aer,False,1,0,0,0,0,1,0,0.0,0.03,0.01,0.02,0.94,0.01
84,4,0.89,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",anugerah energitama ae concerning orangutans trapped concession gar internal monitoring detected potential hcs forest clerance global primatama mandiri nusantara agro sentosa east kalimantan since march 2016 gpm nas managed palma serasih,False,1,0,0,0,0,1,0,0.01,0.04,0.01,0.04,0.89,0.01
85,4,0.94,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",rapid response 23 mighty earth indications 129 deforestations asmr concession sep 4 dec 24,False,1,0,0,0,0,1,0,0.0,0.02,0.01,0.02,0.94,0.01
86,3,0.81,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",greenpeace final countdown lembaga tabung haji lacks public ndpe policy involved deforestation peatland development hershey notified suppliers potential connections identify position grievance hershey continues monitoring th plantations progress wilmar bunge suspended th plantations 2018,False,1,0,0,0,1,0,0,0.01,0.03,0.03,0.81,0.02,0.1
87,1,0.69,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",gar holding used membership rules make two smart ivo mas tunggal members green washed create impression gar committed sustainability membership gar claims aim obtain certification existing operating units 2015 claimed gar holding smart plan become member claims supported evidence held,False,1,0,1,0,0,0,0,0.02,0.69,0.1,0.08,0.05,0.05
88,3,0.59,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",clearance potential high carbon stock hcs forest peat orangutan habitat genting potential forest clearance impacts biodiversity,False,1,0,0,0,1,0,0,0.03,0.09,0.05,0.59,0.16,0.08
89,2,0.86,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",1 modification property deeds remove areas identified government environmental protection zone 2 employees paid minimum wage provided protection equipment given workers benefits 3 non compliance labour laws 4 threatening workers suppress information auditors 5 bribing workers government agencies 6 manipulation scale systems 7 falsification data 8 operating environmental licenses,False,1,0,0,1,0,0,0,0.02,0.07,0.86,0.02,0.01,0.02
90,0,0.84,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",breaching national law labour terminating 7workers refuse extend contract,False,1,1,0,0,0,0,0,0.84,0.02,0.06,0.02,0.01,0.05
91,5,0.95,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",customer potential deforestation sarawak palms sop sabajau estate cargill immediately investigated sop denied involvement provided documentation showing last clearing october 2016 sop believes clearing carried native cargill requested field verification,False,1,0,0,0,0,0,1,0.01,0.01,0.01,0.02,0.0,0.95
92,3,0.66,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",allegations forest clearance impact biodiversity leuser ecosystem,False,1,0,0,0,1,0,0,0.02,0.08,0.04,0.66,0.12,0.08
93,1,0.91,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",centre orangutan protection gar supplier fairco agro mandiri sourcing ffb four farmers kutai national park kalimantan timur killed orangutan,False,1,0,1,0,0,0,0,0.01,0.91,0.03,0.02,0.03,0.01
94,5,0.78,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed chora agro resources december 2021 regarding environmental social non compliance involving mitra abadimas sejahtera mas investigation cargill supplier found mas operating legally proper permits fulfilled plasma obligations settlements within boundaries maintained good relationships local workers case closed september 2023 grievance raiser provided comments,False,1,0,0,0,0,0,1,0.07,0.03,0.05,0.05,0.01,0.78
95,0,0.86,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",1 informed prior termination expectation wages entitled would included final payment compensation calculation agreed 2 final payment compensation phrased written mutual agreement dated october 2023 paid accordance wages paid employment,False,1,1,0,0,0,0,0,0.86,0.02,0.05,0.02,0.01,0.04
96,5,0.9,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",anglo eastern plantations faced grievance deforestation mighty earth may 2018 cargill engaged direct suppliers aep committed moratorium kahayan agro plantation pending assessments despite incidents land clearing due gps error local gold mining activities aep issued stop work order published ndpe policy case currently implementing action plan ongoing monitoring,False,1,0,0,0,0,0,1,0.01,0.01,0.02,0.05,0.01,0.9
97,2,0.48,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations land rights labour rights violations concessions area west sumatra,False,2,1,0,1,0,0,0,0.29,0.07,0.48,0.04,0.02,0.1
98,3,0.78,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",peatland violations clearance tunas baru lampung tbl,False,1,0,0,0,1,0,0,0.02,0.06,0.03,0.78,0.07,0.05
99,2,0.95,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",nagari kapa long demanded clarity extent php 1s nucleus estate 7 march 2014 provincial office national land agency bpn west sumatera carried land measurement village involving staffs php 1 nagari representatives leader nagari kapa however raised objection process results said transparent demand proposed solution measurement fully involves representatives customary law nagari kapa process phases including recapitulation process end request accompanied ngo wide experience participatory mapping php1 hgu certificate lands nagari kapa growing palms since 1997 hgu decree sk hgu fully understand php1 needs customary lands development invested large amount money therefore would ask php1 leave lands would ask php 1 terminate operation proposed solutions facilitated wilmar fpp nagari kapak meeting 19november 2014 kuala lumpur parties agreed bring issues bpn head district pasaman barat,False,1,0,0,1,0,0,0,0.01,0.03,0.95,0.01,0.0,0.01
100,3,0.81,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",mighty earth allegations deforestation peatland development khatulistiwa agro abadi first borneo rapid response 40 hershey reviewed h2 21 mill list determined appear linkages first borneo grievance involves environmental concerns related forest peatland conversion,False,1,0,0,0,1,0,0,0.01,0.05,0.03,0.81,0.05,0.05
101,5,0.78,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance involves rainforest action network ran showing evidence sourcing illegal plantations within federally protected rawa singkil wildlife reserve complaint identifies 12 mills risk sourcing illegal plantations reckitt following suppliers investigate mills using full traceability plantation information,False,1,0,0,0,0,0,1,0.03,0.04,0.05,0.08,0.01,0.78
102,4,0.53,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation deru semangat sdn bhd linked supplier th plantations berhad thp,False,1,0,0,0,0,1,0,0.02,0.19,0.05,0.16,0.53,0.05
103,2,0.86,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",grievances related land agreements smallholder schemes reduction environmental values social conflicts pts amnl bnm cng kgp,False,1,0,0,1,0,0,0,0.02,0.07,0.86,0.02,0.01,0.02
104,4,0.72,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",greenpeace final countdown allegations deforestation graha agro nusantara agriprima cipta persada agrinusa persada mulia number mighty earth rapid response reports deforestation allegations involving gama kpn,False,1,0,0,0,0,1,0,0.01,0.14,0.04,0.06,0.72,0.02
105,4,0.63,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 2 carrying deforestation berau karetindo lestari rayatama jaya harapan rimba raya simpi indai bkl si gar suppliers mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,0,1,0,0.02,0.18,0.04,0.09,0.63,0.03
106,0,0.88,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",allegations termination employment smart tbk kebun adi pati severance payment,False,1,1,0,0,0,0,0,0.88,0.02,0.05,0.01,0.01,0.03
107,0,0.64,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",transnational labour solidarity tpols said received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members one estate agro kati lama sipef mongabay,False,1,1,0,0,0,0,0,0.64,0.05,0.2,0.03,0.02,0.07
108,3,0.51,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",grievance involves allegations yp plantation peat development land prepared clearing concerns mills cargill supply chain sourcing ffb yayasan pahang grievance raised august yp plantation issued stop work order later partnered global environment centre implement recovery project conserve rehabilitate 4800ha forested degraded peatland pekan forest reserve,False,1,0,0,0,1,0,0,0.03,0.05,0.05,0.51,0.03,0.33
109,5,0.48,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance involves allegations first resources operational financial ownership connections three fap agri ciliandra anky abadi caa sulaidy complaint raised gecko project november 2023 similar allegations previously raised greenpeace first resources denies connections appointed robertsbridge independent consultant review evidence engage stakeholders complaints panel conducts investigation,False,2,0,0,1,0,0,1,0.18,0.07,0.18,0.08,0.02,0.48
110,5,0.48,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance lkpp corporation sdn bhd involves allegations deforestation peatland development hershey contacted suppliers connections lkpp pkpp understand engagement address need moratorium ndpe policy response pkpp issued stop work order estates committed conserve forest within landbank engagement pknp challenging due separate management covid restrictions,False,2,0,0,0,1,0,1,0.03,0.05,0.05,0.36,0.03,0.48
111,1,0.52,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations,False,1,0,1,0,0,0,0,0.02,0.52,0.08,0.12,0.21,0.05
